Afghanistan,American Samoa,Aruba,At Sea,Australia,Austria,Bahamas,Belgium,Belize,Brazil,CAN,China,Colombia,Cuba,Curacao,Czech Republic,Dominican,Denmark,Finland,France,Germany,Greece,Guam,Honduras,Indonesia,Ireland,Italy,Jamaica,Japan,Lithuania,Mexico,Netherlands,Nicaragua,Norway,Puerto Rico,Panama,Philippines,Poland,Russia,Saudi Arabia,Singapore,Slovakia,South Korea,Spain,Sweden,Switzerland,Taiwan,United Kingdom,USA,V.I.,Venezuela,Viet Nam
1,1,5,1,28,4,6,1,1,2,244,1,14,191,14,4,619,1,1,8,45,1,1,1,1,50,7,4,61,1,114,12,13,3,246,53,1,5,8,2,1,1,15,4,4,1,11,48,16322,11,321,1
